-90 68 1 
-92 68 2 
-92 72 2 
-90 72 1 

-90 68 1 
-88 68 2 
-88 72 2 
-90 72 1 

-90 68 1 
-88 68 1 
-88 72 1 
-90 72 1 

-90 68 1 
-88 68 0 
-88 72 0 
-90 72 1 

-90 68 1 
-92 68 0 
-92 72 0 
-90 72 1 

-90 68 1 
-92 68 2 
-92 72 2 
-90 72 1 

