40 -62 1 
38 -62 2 
38 -58 2 
40 -58 1 

40 -62 1 
42 -62 2 
42 -58 2 
40 -58 1 

40 -62 1 
42 -62 1 
42 -58 1 
40 -58 1 

40 -62 1 
42 -62 0 
42 -58 0 
40 -58 1 

40 -62 1 
38 -62 0 
38 -58 0 
40 -58 1 

40 -62 1 
38 -62 2 
38 -58 2 
40 -58 1 

